# Notes : All Entities
# Technology : MassHunterQual.IDENTIFIED_UNIDENTIFIED_COMPOUNDS.Triclosan Dosing Negative_2017_Aug_22_13_41_50
# Owner : gxuser
# Created On : Tue Aug 22 13:42:37 EDT 2017
Compound	20170810-01-018(raw)	20170810-01-019(raw)	20170810-01-020(raw)	20170810-01-021(raw)	20170810-01-022(raw)	20170810-01-023(raw)	20170810-01-024(raw)	20170810-01-025(raw)	20170810-01-026(raw)	20170810-01-027(raw)	20170810-01-028(raw)	20170810-01-031(raw)	20170810-01-032(raw)	20170810-01-033(raw)	20170810-01-034(raw)	20170810-01-035(raw)	20170810-01-036(raw)	20170810-01-037(raw)	20170810-01-038(raw)	20170810-01-039(raw)	20170810-01-040(raw)	20170810-01-041(raw)	20170810-01-044(raw)	20170810-01-045(raw)	20170810-01-046(raw)	20170810-01-047(raw)	20170810-01-048(raw)	20170810-01-049(raw)	20170810-01-050(raw)	20170810-01-051(raw)	20170810-01-052(raw)	20170810-01-053(raw)	20170810-01-054(raw)	20170810-01-058(raw)	20170810-01-059(raw)	20170810-01-060(raw)	20170810-01-061(raw)	20170810-01-062(raw)	20170810-01-063(raw)	20170810-01-064(raw)	20170810-01-065(raw)	20170810-01-066(raw)	20170810-01-067(raw)	20170810-01-068(raw)	20170810-01-071(raw)	20170810-01-072(raw)	20170810-01-073(raw)	20170810-01-074(raw)	20170810-01-075(raw)	20170810-01-076(raw)	20170811-01-018(raw)	20170811-01-019(raw)	20170811-01-020(raw)	20170811-01-021(raw)	20170811-01-022(raw)	20170811-01-023(raw)	20170811-01-024(raw)	20170811-01-025(raw)	20170811-01-026(raw)	20170811-01-027(raw)	20170811-01-028(raw)	20170811-01-031(raw)	20170811-01-032(raw)	20170811-01-033(raw)	20170811-01-034(raw)	20170811-01-035(raw)	20170811-01-036(raw)	20170811-01-037(raw)	20170811-01-038(raw)	20170811-01-039(raw)	20170811-01-040(raw)	20170811-01-041(raw)	20170811-01-044(raw)	20170811-01-045(raw)	20170811-01-046(raw)	20170811-01-047(raw)	20170811-01-048(raw)	20170811-01-049(raw)	20170811-01-050(raw)	20170811-01-051(raw)	20170811-01-052(raw)	20170811-01-053(raw)	20170811-01-054(raw)	20170813-01-021(raw)	20170813-01-022(raw)	20170813-01-023(raw)	20170813-01-024(raw)	20170813-01-025(raw)	20170813-01-026(raw)	20170813-01-027(raw)	20170813-01-028(raw)	20170813-01-029(raw)	20170813-01-030(raw)	20170813-01-031(raw)	20170813-01-034(raw)	20170813-01-035(raw)	20170813-01-036(raw)	20170813-01-037(raw)	Alignment Value	Annotations	CAS Number	CompositeSpectrum	Mass	Compound Name	Frequency	Ionization mode	Retention Time
C18H30O3S	99763.0	103579.0	100673.0	103387.0	104650.0	103557.0	104224.0	111034.0	93336.0	104831.0	97475.0	98197.0	105670.0	110318.0	110367.0	100992.0	120918.0	103087.0	98409.0	110496.0	86672.0	102720.0	103445.0	97663.0	102017.0	103314.0	96736.0	96875.0	104311.0	99485.0	120020.0	98556.0	98336.0	94142.0	102492.0	106723.0	97518.0	92357.0	90426.0	94863.0	102071.0	106005.0	102333.0	93967.0	129453.0	106189.0	105579.0	106095.0	79048.0	93644.0	107766.0	85276.0	76267.0	96246.0	93715.0	95441.0	88797.0	94190.0	89814.0	92161.0	93270.0	93584.0	80121.0	101220.0	94394.0	85967.0	85409.0	100834.0	91105.0	98155.0	98766.0	94211.0	99579.0	97519.0	93331.0	94964.0	96985.0	92420.0	92402.0	95254.0	105634.0	99480.0	118957.0	85877.0	84547.0	85523.0	86254.0	78896.0	70607.0	75105.0	88595.0	88701.0	101521.0	77848.0	81530.0	76347.0	80039.0	84546.0		C18H30O3S [ C18 H30 O3 S, db=98.11, tgt=, overall=98.11 ]		(325.1841, 6948.7)(326.1876, 1507.89)(327.1839, 644.32)	326.1911	C18H30O3S	98	Esi-	11.471
C17H34O2	1.0	63095.0	66894.0	65650.0	59849.0	36790.0	66373.0	67045.0	40797.0	68328.0	65638.0	1.0	69495.0	75150.0	62662.0	73157.0	68582.0	74390.0	66721.0	65918.0	80034.0	63447.0	1.0	79088.0	76059.0	59415.0	66478.0	68328.0	79897.0	55348.0	58701.0	77932.0	54443.0	1.0	76315.0	87660.0	78243.0	1.0	61922.0	79912.0	73189.0	79453.0	74550.0	81282.0	1.0	77578.0	64650.0	1.0	81642.0	66544.0	1.0	1.0	94039.0	1.0	1.0	74872.0	74993.0	1.0	72070.0	1.0	122824.0	1.0	78866.0	82554.0	75117.0	90629.0	101050.0	89290.0	58665.0	84884.0	98743.0	106872.0	1.0	112023.0	116182.0	108666.0	145343.0	97626.0	142651.0	118757.0	126895.0	151112.0	138813.0	1.0	140639.0	120743.0	111891.0	138446.0	119028.0	126497.0	136346.0	148021.0	134370.0	136567.0	1.0	145981.0	173898.0	135836.0		C17H34O2 [ C17 H34 O2, db=83.84, tgt=, overall=83.84 ]		(269.2478, 5522.65)(270.2511, 1069.28)	270.2551	C17H34O2	81	Esi-	13.356004
C4H14O3Si2 Esi-14.479003	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	126663.0	74177.0	32828.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	110083.0	1.0	48744.0	28823.0	1.0	28044.0	31413.0	45468.0	41863.0	35699.0	36900.0	37259.0	1.0	39162.0	120773.0	39385.0	1.0	1.0	91178.0	34054.0	45982.0	53806.0	53088.0	1.0	40842.0	34361.0	36618.0	71570.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	27776.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	58449.0	1.0	1.0		C4H14O3Si2 [ C4 H14 O3 Si2, db=72.14, tgt=, overall=72.14 ]		(165.0409, 15820.22)(166.0415, 2443.38)	166.0481	C4H14O3Si2 Esi-14.479003	27	Esi-	14.479003
C13H20O2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	110359.0	113626.0	121096.0	120904.0	118928.0	117779.0	114362.0	117289.0	117750.0	109757.0	118086.0	104181.0	106371.0	116473.0	119613.0		C13H20O2 [ C13 H20 O2, db=87.22, tgt=, overall=87.22 ]		(207.139, 15023.71)(208.1427, 2141.97)	208.1462	C13H20O2	15	Esi-	10.115
C14H32N2O4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	27359.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	104388.0	88316.0	86857.0	94145.0	82274.0	94873.0	105395.0	97745.0	99800.0	94337.0	1.0	113781.0	124364.0	97314.0		C14H32N2O4 [ C14 H32 N2 O4, db=80.31, tgt=, overall=80.31 ]		(351.2508, 5612.67)(352.2542, 1222.09)	352.2578	C14H32N2O4	14	Esi-	13.877
C22H42O7	1.0	68467.0	96707.0	115278.0	65261.0	108424.0	94285.0	98783.0	99405.0	84197.0	98571.0	1.0	116464.0	100549.0	110523.0	104127.0	111273.0	100993.0	103417.0	113598.0	110543.0	93476.0	1.0	125510.0	75300.0	72295.0	114873.0	99991.0	102210.0	115382.0	105993.0	113393.0	101461.0	1.0	108981.0	105316.0	94472.0	63229.0	105013.0	117300.0	90521.0	110604.0	110066.0	114885.0	1.0	77142.0	98962.0	109879.0	76615.0	106111.0	1.0	135889.0	122025.0	83254.0	73467.0	81265.0	112970.0	92972.0	134734.0	114952.0	129879.0	1.0	120561.0	127988.0	117191.0	133700.0	91281.0	123048.0	123411.0	128124.0	98851.0	129065.0	1.0	137858.0	76507.0	129408.0	144756.0	135628.0	131643.0	141074.0	122520.0	145365.0	118179.0	1.0	154879.0	144251.0	112735.0	147375.0	93905.0	124346.0	156856.0	155008.0	144496.0	117194.0	1.0	143025.0	118298.0	102565.0		C22H42O7 [ C22 H42 O7, db=62.03, tgt=, overall=62.03 ]		(417.2846, 10599.88)(418.287, 2811.44)(419.2971, 4150.89)	418.2928	C22H42O7	88	Esi-	11.679994
C22H30O8	89482.0	80893.0	87020.0	87190.0	92175.0	86635.0	89935.0	86361.0	89162.0	93390.0	86948.0	86684.0	86718.0	86254.0	90152.0	90665.0	92383.0	94366.0	89522.0	93875.0	86644.0	91140.0	88628.0	87465.0	86013.0	90244.0	90544.0	85164.0	89905.0	92178.0	93040.0	91297.0	93771.0	85487.0	90101.0	90868.0	89801.0	92188.0	87006.0	86560.0	94654.0	91975.0	86535.0	91619.0	90591.0	85829.0	83202.0	91248.0	92091.0	90153.0	81748.0	84401.0	80783.0	85418.0	83836.0	86370.0	89751.0	85398.0	84054.0	85032.0	89950.0	91892.0	89242.0	89141.0	87633.0	90644.0	90961.0	92785.0	89306.0	90261.0	88015.0	89495.0	89910.0	89112.0	86801.0	89584.0	91234.0	90047.0	90449.0	90021.0	91424.0	88362.0	96019.0	66224.0	66162.0	68916.0	67207.0	66678.0	64880.0	64394.0	62185.0	66692.0	67399.0	60937.0	65007.0	66972.0	62113.0	66003.0		C22H30O8 [ C22 H30 O8, db=94.72, tgt=, overall=94.72 ]		(421.1857, 12972.34)(422.1886, 3325.42)(423.191, 854.96)	422.1931	C22H30O8	98	Esi-	9.286992
C15H22O2	1.0	36235.0	33987.0	34209.0	34609.0	39221.0	36206.0	35259.0	38771.0	43413.0	39057.0	1.0	40276.0	41498.0	44003.0	36347.0	42420.0	47741.0	45415.0	42134.0	40337.0	45017.0	1.0	45216.0	42609.0	49583.0	47065.0	45565.0	49068.0	44218.0	46921.0	42596.0	54552.0	1.0	52695.0	55075.0	52320.0	59587.0	51624.0	47086.0	48203.0	56730.0	56791.0	54641.0	1.0	72884.0	60545.0	50490.0	58024.0	54204.0	1.0	37902.0	39886.0	38817.0	40792.0	47918.0	47547.0	42271.0	42963.0	42530.0	45052.0	1.0	49097.0	52597.0	52274.0	47706.0	51603.0	50382.0	49870.0	55772.0	42962.0	50988.0	1.0	57357.0	58703.0	58409.0	49220.0	59777.0	59503.0	51443.0	61343.0	52727.0	53496.0	1.0	73567.0	72398.0	67101.0	60773.0	97056.0	65625.0	85606.0	72570.0	72305.0	70248.0	1.0	80103.0	80496.0	71631.0		C15H22O2 [ C15 H22 O2, db=85.93, tgt=, overall=85.93 ]		(233.1543, 12700.61)(234.1575, 2190.53)	234.162	C15H22O2	88	Esi-	10.976009
C20H30F2O	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	46091.0	1.0	43763.0	1.0	1.0	48879.0	52503.0	1.0	76218.0	64739.0	71948.0	75641.0	74119.0	75953.0	79340.0	79368.0	86996.0	74762.0	1.0	93610.0	103977.0	82009.0		C20H30F2O [ C20 H30 F2 O, db=82.62, tgt=, overall=82.62 ]		(323.2192, 5407.51)(324.2241, 1062.78)	324.2269	C20H30F2O	17	Esi-	12.927001
C27H32N4O2	1.0	1.0	21172.0	1.0	22437.0	34615.0	27243.0	23231.0	1.0	1.0	21613.0	1.0	22272.0	29588.0	34709.0	37860.0	35269.0	39189.0	31423.0	25805.0	35065.0	29901.0	1.0	1.0	31343.0	25584.0	27743.0	26983.0	30441.0	23025.0	28071.0	24112.0	23137.0	1.0	29336.0	24449.0	1.0	42063.0	32034.0	30148.0	27301.0	37231.0	38189.0	39286.0	1.0	31744.0	37393.0	53730.0	38657.0	35923.0	1.0	1.0	23233.0	29661.0	27412.0	1.0	25729.0	26965.0	30491.0	25989.0	41129.0	1.0	29231.0	33309.0	34856.0	41957.0	37067.0	43254.0	38484.0	38742.0	42184.0	37781.0	1.0	37198.0	24497.0	52170.0	47470.0	42504.0	61550.0	45118.0	49808.0	44844.0	42382.0	1.0	56324.0	64411.0	61755.0	89772.0	92157.0	88070.0	88071.0	77990.0	101302.0	97772.0	1.0	90225.0	85399.0	100532.0		C27H32N4O2 [ C27 H32 N4 O2, db=68.76, tgt=, overall=68.76 ]		(443.2455, 7200.78)(444.2476, 2775.8)(445.2466, 1519.12)	444.254	C27H32N4O2	80	Esi-	14.181017
C29H39N3O6	1.0	1.0	27292.0	75290.0	1.0	35618.0	1.0	1.0	1.0	1.0	44335.0	1.0	1.0	33149.0	1.0	26110.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	18933.0	1.0	29216.0	1.0	38706.0	1.0	1.0	1.0	1.0	1.0	1.0	28970.0	21119.0	1.0	1.0	1.0	1.0	21613.0	1.0	25432.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	23912.0	58709.0	30426.0	49469.0	55819.0	82598.0	40724.0	1.0	30576.0	92543.0	1.0	32136.0	34794.0	22084.0	1.0	1.0	23422.0	1.0	33861.0	26728.0	1.0	1.0	1.0	57600.0	1.0	47986.0	1.0	48610.0	33517.0	58899.0	83602.0	61655.0	1.0	94173.0	34065.0	1.0	1.0	33578.0	44469.0	39986.0	37062.0	28226.0	25946.0	1.0	41080.0	41472.0	1.0		C29H39N3O6 [ C29 H39 N3 O6, db=93.72, tgt=, overall=93.72 ]		(524.2766, 8964.07)(525.2814, 3035.41)(526.2869, 678.84)	525.2837	C29H39N3O6	45	Esi-	12.153997
C22H44O7	1.0	27712.0	30096.0	37387.0	31359.0	35943.0	30888.0	32598.0	35619.0	1.0	35660.0	1.0	34712.0	43436.0	63080.0	49966.0	43998.0	51522.0	51417.0	83886.0	33197.0	35197.0	1.0	38338.0	1.0	31937.0	1.0	1.0	1.0	37887.0	36827.0	41965.0	38932.0	1.0	33751.0	49236.0	48297.0	38976.0	37861.0	42887.0	50983.0	36320.0	37480.0	39469.0	1.0	42161.0	34011.0	33688.0	38063.0	41274.0	1.0	49570.0	37753.0	45573.0	61005.0	33838.0	58730.0	42357.0	52183.0	41723.0	53001.0	1.0	52193.0	53692.0	37067.0	52884.0	36586.0	53070.0	56289.0	71792.0	49896.0	40381.0	1.0	49957.0	45185.0	57950.0	72213.0	63002.0	60452.0	52874.0	58554.0	60911.0	38860.0	1.0	68794.0	43818.0	63197.0	56998.0	58956.0	48071.0	55977.0	61700.0	62996.0	75093.0	1.0	62851.0	69467.0	66010.0		C22H44O7 [ C22 H44 O7, db=77.92, tgt=, overall=77.92 ]		(419.3004, 9029.1)(420.3031, 2341.11)	420.3078	C22H44O7	83	Esi-	11.773991
C14H21NO3	1.0	23042.0	27784.0	1.0	24476.0	35047.0	29949.0	31207.0	24733.0	35829.0	32378.0	1.0	25071.0	40215.0	33095.0	29243.0	44153.0	25817.0	30216.0	29763.0	49525.0	33737.0	1.0	30341.0	26754.0	43144.0	30516.0	34294.0	30241.0	37586.0	31834.0	42960.0	37342.0	1.0	33970.0	46720.0	47578.0	33277.0	38190.0	47660.0	54139.0	50242.0	41115.0	35299.0	1.0	42091.0	78805.0	36890.0	38353.0	36799.0	1.0	23503.0	1.0	24218.0	1.0	1.0	27596.0	38757.0	28793.0	1.0	37977.0	1.0	24485.0	26742.0	22916.0	36304.0	21683.0	36217.0	51442.0	31466.0	39383.0	29220.0	1.0	27402.0	36066.0	49138.0	42661.0	38071.0	31412.0	27322.0	31282.0	44305.0	37143.0	1.0	43277.0	69807.0	33493.0	35999.0	71370.0	37853.0	36843.0	42293.0	51360.0	63394.0	1.0	65773.0	51990.0	41035.0		C14H21NO3 [ C14 H21 N O3, db=86.63, tgt=, overall=86.63 ]		(250.1451, 11982.13)(251.1482, 1796.98)	251.1514	C14H21NO3	83	Esi-	11.474
C24H48O6	1.0	46176.0	45144.0	52227.0	42647.0	50788.0	42831.0	43689.0	49479.0	54680.0	47126.0	1.0	55659.0	41365.0	43299.0	41407.0	41055.0	42526.0	44517.0	49309.0	55296.0	46241.0	1.0	64128.0	54107.0	50425.0	55117.0	46720.0	47597.0	53547.0	57384.0	54988.0	52138.0	1.0	56450.0	50586.0	44752.0	41654.0	51468.0	59343.0	62809.0	51756.0	54607.0	53778.0	1.0	52779.0	49949.0	52527.0	58426.0	49681.0	1.0	45664.0	48944.0	39666.0	54661.0	54610.0	43154.0	52964.0	64240.0	52706.0	47307.0	1.0	56378.0	55022.0	58157.0	56329.0	54428.0	50662.0	47498.0	48398.0	60071.0	55239.0	1.0	58029.0	33385.0	55700.0	57808.0	58148.0	51095.0	56541.0	45012.0	48918.0	39005.0	1.0	52506.0	61196.0	56101.0	50562.0	44301.0	49986.0	62034.0	62879.0	50444.0	65613.0	1.0	60350.0	64924.0	54858.0		C24H48O6 [ C24 H48 O6, db=76.24, tgt=, overall=76.24 ]		(431.3365, 8317.08)(432.3393, 2306.24)	432.3436	C24H48O6	88	Esi-	14.875988
C16H36N6O2	1.0	38145.0	36293.0	42443.0	35561.0	42506.0	35041.0	37160.0	39573.0	45055.0	39655.0	1.0	49937.0	36899.0	36326.0	35383.0	33100.0	34635.0	38671.0	41349.0	42782.0	36602.0	1.0	52057.0	43770.0	41775.0	43863.0	37366.0	37952.0	41904.0	45247.0	42617.0	42649.0	1.0	43716.0	35501.0	35005.0	34345.0	39542.0	41660.0	47216.0	40243.0	41624.0	41929.0	1.0	43944.0	36312.0	40032.0	44416.0	40461.0	1.0	46359.0	42785.0	41244.0	42729.0	43737.0	42872.0	47875.0	53433.0	47105.0	47886.0	1.0	47775.0	48122.0	46004.0	48166.0	48022.0	46294.0	42351.0	43651.0	49379.0	52027.0	1.0	51998.0	34547.0	47479.0	49767.0	48628.0	48720.0	46341.0	41982.0	45705.0	42462.0	1.0	51113.0	52294.0	52531.0	50159.0	42300.0	45040.0	53288.0	55281.0	48231.0	58691.0	1.0	50995.0	61929.0	53234.0		C16H36N6O2 [ C16 H36 N6 O2, db=77.18, tgt=, overall=77.18 ]		(389.2893, 9633.78)(390.2905, 2408.09)	390.2975	C16H36N6O2	88	Esi-	13.353013
C23H32N4O2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	18754.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	19618.0	16942.0	1.0	20305.0	1.0	18620.0	17814.0	1.0	1.0	32570.0	27994.0	27445.0	40614.0	31682.0	32326.0	32232.0	30799.0	51341.0	1.0	1.0	37183.0	46973.0	38938.0		C23H32N4O2 [ C23 H32 N4 O2, db=82.50, tgt=, overall=82.50 ]		(395.2435, 6880.36)(396.2472, 1862.08)	396.2496	C23H32N4O2	18	Esi-	12.246998
C12H32Si4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	18870.0	1.0	1.0	16409.0	20102.0	1.0	21643.0	19277.0	1.0	20243.0	19822.0	18055.0	19723.0	21648.0	1.0	1.0	16637.0	1.0	1.0	1.0	1.0	1.0	17498.0	1.0	18488.0	1.0	18857.0	17339.0	20775.0	19760.0	20775.0	21144.0	1.0	18889.0	20257.0	20932.0	1.0	18581.0	20926.0	24458.0	27538.0	22347.0	25675.0	23130.0	24313.0	23358.0	24772.0	1.0	40283.0	35814.0	46948.0	50187.0	44029.0	45169.0	47500.0	44707.0	48018.0	44247.0	17485.0	56388.0	55285.0	46516.0		C12H32Si4 [ C12 H32 Si4, db=81.98, tgt=, overall=81.98 ]		(347.1705, 7179.34)(348.1725, 1939.01)(349.1719, 967.7)	348.1774	C12H32Si4	46	Esi-	11.831998
C16H32O2 Esi-12.774	1.0	1.0	1.0	1721389.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1562431.0	1655484.0	1495310.0	1.0	1.0	1.0	1697502.0	1518202.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1348761.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	42610.0	1.0	1.0	1.0	1.0	54143.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	107620.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	245653.0	1.0	1.0	1.0	1.0	1.0	1061030.0	1115467.0	1114117.0	883982.0	1027265.0	851393.0	969260.0	742688.0	1067333.0	1147504.0	1.0	1.0	1292104.0	1321731.0		C16H32O2 [ C16 H32 O2, db=98.99, tgt=, overall=98.99 ]		(255.2328, 254840.5)(256.2359, 41177.17)(257.2379, 4508.63)	256.2399	C16H32O2 Esi-12.774	23	Esi-	12.774
147.9733@12.742003	1.0	1293005.0	1.0	4726767.0	1407981.0	291969.0	1276532.0	1273105.0	358532.0	1.0	1417102.0	1.0	1.0	841721.0	1043973.0	741052.0	1.0	856270.0	1036118.0	1319894.0	1007282.0	324218.0	1.0	328216.0	1.0	260808.0	211677.0	279218.0	240999.0	258629.0	217421.0	298739.0	1.0	1.0	233092.0	348433.0	194075.0	1.0	248616.0	325276.0	386253.0	291324.0	239796.0	296522.0	1.0	1.0	227258.0	237468.0	304016.0	293654.0	1.0	868531.0	673963.0	354356.0	1208268.0	1027973.0	1.0	654371.0	1.0	778305.0	818434.0	1.0	1.0	665235.0	262231.0	1.0	556389.0	1141556.0	1.0	1.0	971906.0	524111.0	1.0	669718.0	962935.0	1.0	793728.0	932229.0	1.0	966872.0	1259110.0	1.0	1.0	1.0	61786.0	1.0	1.0	1.0	1.0	1.0	43280.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0				(146.9662, 186623.05)(147.9662, 1930.71)(148.9704, 1924.46)	147.9733	147.9733@12.742003	59	Esi-	12.742003
C41H27F12P2	1.0	1.0	541730.0	1.0	1.0	1.0	497830.0	1.0	1.0	1.0	1.0	1.0	645340.0	1.0	1.0	1.0	519951.0	1.0	1.0	1.0	584477.0	1.0	1.0	1.0	597117.0	1.0	1.0	1.0	1.0	1.0	1.0	611613.0	1.0	1.0	604106.0	1.0	1.0	1.0	561883.0	1.0	1.0	1.0	591739.0	1.0	1.0	1.0	538412.0	1.0	1.0	1.0	1.0	1.0	1.0	539560.0	1.0	1.0	1.0	1.0	1.0	646166.0	586401.0	1.0	1.0	1.0	629576.0	677477.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	461974.0	1.0	1.0	677503.0	1.0	1.0	1.0	619840.0	1.0	1.0	623310.0	1.0	1.0	1.0	1.0	535080.0	662062.0	1.0	1.0	701065.0	1.0	1.0	1.0	1.0		C41H27F12P2 [ C41 H27 F12 P2, db=38.36, tgt=, overall=38.36 ]		(403.5614, 75802.98)(404.0537, 5384.39)(404.5629, 18668.37)(405.0572, 2288.07)(405.5607, 4071.12)(406.0648, 742.99)(406.5778, 2231.66)	809.1347	C41H27F12P2	23	Esi-	13.839997
C13H28N4O	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	132736.0	134177.0	1.0	130220.0	63692.0	151051.0	200841.0	66866.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	170195.0	1.0	1.0	270872.0	254281.0	1.0	1.0	183651.0	1.0	257704.0	1.0	299725.0	1.0	1.0	284131.0	1.0	286941.0	409553.0	315032.0	292456.0	1.0	64501.0	1.0	358855.0	1.0	252595.0	273757.0	450162.0	721935.0	387201.0	384813.0	332790.0	61935.0	195134.0	198473.0	163615.0	1.0	220232.0	172741.0	185536.0	1.0	244314.0	227748.0	1.0	1.0	228577.0	239653.0		C13H28N4O [ C13 H28 N4 O, db=45.41, tgt=, overall=45.41 ]		(301.2231, 3516.91)(302.223, 812.79)(303.2329, 9250.98)(304.2362, 2139.23)	302.2334	C13H28N4O	38	Esi-	12.743996
C19H13Cl6N7O	1.0	109264.0	159514.0	1.0	129183.0	210723.0	78005.0	95508.0	172637.0	115135.0	282158.0	1.0	158855.0	1.0	160650.0	318680.0	119241.0	133050.0	133265.0	125028.0	1.0	1.0	1.0	135850.0	77804.0	1.0	98421.0	143243.0	130430.0	113991.0	76287.0	130265.0	79518.0	1.0	136363.0	136594.0	93901.0	43327.0	1.0	89268.0	1.0	1.0	96309.0	129358.0	1.0	114821.0	1.0	76955.0	63546.0	1.0	1.0	120544.0	110609.0	123292.0	247732.0	235017.0	250134.0	217850.0	101588.0	125241.0	245240.0	1.0	170525.0	167224.0	139863.0	123176.0	137378.0	114863.0	48958.0	141490.0	237972.0	129225.0	1.0	1.0	197217.0	107478.0	183178.0	123744.0	160445.0	141911.0	133234.0	214065.0	251669.0	1.0	160596.0	216683.0	1.0	1.0	205401.0	154134.0	178593.0	169372.0	239629.0	150635.0	1.0	1.0	153249.0	1.0		C19H13Cl6N7O [ C19 H13 Cl6 N7 O, db=57.30, tgt=, overall=57.30 ]		(327.4619, 47938.4)(327.9624, 1903.12)(328.4645, 9927.7)(328.9598, 695.38)(329.467, 1960.97)	656.933	C19H13Cl6N7O	73	Esi-	12.5599985
